en,es,i18n_id,zh
Line 10 will operate on Mission Blvd. and East 14th St. to San Leandro BART. Transfer there to Line 1 for International Blvd.,La l<0x00ED>nea 10 operar<0x00E1> en Mission Blvd. y East 14th St. hasta San Leandro BART. Haga el transbordo ah<0x00ED> a la l<0x00ED>nea 1 para ir hacia International Blvd.,su16_44,10<0x8DEF><0x4F1A><0x5728> Mission Blvd. <0x548C> East 14th St. <0x4E0A><0x8FD0><0x884C><0xFF0C><0x5E76><0x5F00><0x5F80> San Leandro BART <0x7AD9><0x3002><0x4ECE><0x90A3><0x8F6C><0x4E58>1<0x8DEF><0x53BB><0x5F80> International Blvd.<0x3002>
Line 10 will operate on Mission Blvd. to Hayward BART. Transfer there to Line 99 for areas south of Hayward BART.,La l<0x00ED>nea 10 operar<0x00E1> en Mission Blvd. hasta Hayward BART. Haga el transbordo ah<0x00ED> a la l<0x00ED>nea 99 para ir a sitios al sur de Hayward BART.,su16_45,10<0x8DEF><0x4F1A><0x5728> Mission Blvd. <0x4E0A><0x8FD0><0x884C><0xFF0C><0x5E76><0x5F00><0x5F80> Hayward BART <0x7AD9><0x3002><0x4ECE><0x90A3><0x8F6C><0x4E58>99<0x8DEF><0x53BB> Hayward BART <0x7AD9><0x4EE5><0x5357><0x7684><0x5730><0x533A><0x3002>
Line 1R has been discontinued. Board Line 10 for service to San Leandro BART. Transfer there to Line 1 for International Blvd.,La l<0x00ED>nea 1R ha sido eliminada. Suba a la l<0x00ED>nea 10 para tener servicio hasta San Leandro BART. Haga el transbordo ah<0x00ED> a la l<0x00ED>nea 1 para ir hacia International Blvd.,su16_46,1R<0x8DEF><0x505C><0x8FD0><0x3002><0x642D><0x4E58>10<0x8DEF><0x53BB><0x5F80> San Leandro BART <0x7AD9><0x3002><0x4ECE><0x90A3><0x8F6C><0x4E58>1<0x8DEF><0x53BB><0x5F80> International Blvd.<0x3002>
"Line 58L riders should board Line NL and transfer at Broadway to Line 12 for Oakland Amtrak or line 72, 72M, or 72R for stops on Broadway.","Los pasajeros de la l<0x00ED>nea 58L deben subir a la l<0x00ED>nea NL y hacer un transbordo en Broadway a la l<0x00ED>nea 12 para ir hacia Oakland Amtrak o subirse a las l<0x00ED>neas 72, 72M o 72R para tener paradas en Broadway.",su16_47,58L<0x8DEF><0x7684><0x4E58><0x5BA2><0x8BF7><0x642D><0x4E58>NL<0x7EBF><0xFF0C><0x7136><0x540E><0x5728> Broadway <0x4E0A><0x8F6C><0x4E58>12<0x8DEF><0x53BB><0x5F80> Oakland Amtrak<0xFF0C><0x6216><0x8005><0x642D><0x4E58>72<0x3001>72M<0x3001><0x6216>72R<0x8DEF><0x53BB><0x5F80> Broadway <0x4E0A><0x7684><0x7AD9><0x70B9><0x3002>
Line 6 will operate on Telegraph Ave. to  11th St. in downtown Oakland. Transfer there to Line 1 for International Blvd.,La l<0x00ED>nea 6 operar<0x00E1> en Telegraph Ave. hasta 11th St. en downtown Oakland. Haga el transbordo ah<0x00ED> a la l<0x00ED>nea 1 para ir hacia International Blvd.,su16_48,6<0x8DEF><0x4F1A><0x5728> Telegraph Ave. <0x4E0A><0x8FD0><0x884C><0xFF0C><0x5E76><0x5F00><0x5F80> Oakland <0x5E02><0x4E2D><0x5FC3><0x7684> 11th St.<0x3002><0x4ECE><0x90A3><0x8F6C><0x4E58>1<0x8DEF><0x53BB><0x5F80> International Blvd.<0x3002>
Line 6 will operate on Telegraph Ave. to downtown Berkeley.,La l<0x00ED>nea 6 operar<0x00E1> en Telegraph Ave. hasta downtown Berkeley.,su16_49,6<0x8DEF><0x4F1A><0x5728> Telegraph Ave. <0x4E0A><0x8FD0><0x884C><0xFF0C><0x5E76><0x5F00><0x5F80> Berkeley <0x5E02><0x4E2D><0x5FC3><0x3002>
"Line 6 will operate on Telegraph Ave. to downtown Berkeley. For MacArthur Blvd., board Line NL on T.L. Berkley Way (20th St.)","La l<0x00ED>nea 6 operar<0x00E1> en Telegraph Ave. hasta downtown Berkeley. Para ir hacia MacArthur Blvd, suba a la l<0x00ED>nea NL en T.L. Berkley Way (20th St.)",su16_50,6<0x8DEF><0x4F1A><0x5728> Telegraph Ave. <0x4E0A><0x8FD0><0x884C><0xFF0C><0x5E76><0x5F00><0x5F80>Berkeley<0x5E02><0x4E2D><0x5FC3><0x3002><0x82E5><0x53BB><0x5F80> MacArthur Blvd.<0xFF0C><0x8BF7><0x4ECE> T.L. Berkley Way(20th St.) <0x4E0A><0x642D><0x4E58>NL<0x7EBF><0x3002>
Line 93 will no longer stop here. Board Line 93 at next bus bay.,La l<0x00ED>nea 93 ya no se parar<0x00E1> aqu<0x00ED>. Suba a la l<0x00ED>nea 93 en la siguiente plaza de autob<0x00FA>s.,su16_51,93<0x8DEF><0x5C06><0x4E0D><0x4F1A><0x5728><0x6B64><0x505C><0x7559><0x3002><0x8BF7><0x4ECE><0x4E0B><0x4E00><0x4E2A><0x516C><0x4EA4><0x7AD9><0x642D><0x4E58>93<0x8DEF><0x3002>
Line 93 will stop here. Line 99 will no longer stop here. Board Line 10 in next lane for Hayward BART. ,La l<0x00ED>nea 93 tiene parada aqu<0x00ED>. La l<0x00ED>nea 99 ya no se parar<0x00E1> aqu<0x00ED>. Suba a la l<0x00ED>nea 10 en el siguiente carril para ir hacia Hayward BART.,su16_52,93<0x8DEF><0x5728><0x6B64><0x505C><0x7559><0x3002>99<0x8DEF><0x5C06><0x4E0D><0x4F1A><0x5728><0x6B64><0x505C><0x7559><0x3002><0x8BF7><0x4ECE><0x4E0B><0x4E00><0x4E2A><0x7AD9><0x70B9><0x642D><0x4E58>10<0x8DEF><0x53BB><0x5F80> Hayward BART <0x7AD9><0x3002>
Take Line NL instead of Line 58L.,Suba a la l<0x00ED>nea NL en lugar de la l<0x00ED>nea 58L.,su16_53,<0x8BF7><0x642D><0x4E58>NL<0x7EBF><0xFF0C><0x800C><0x4E0D><0x662F>58L<0x7EBF><0x3002>
Lines 99 and 801 will no longer stop here. Line 216 to Union City BART will stop here. Board 99 in adjacent lane farthest from station. Board Line 801 in adjacent lane closest to the station.,Las l<0x00ED>neas 99 y 801 ya no se parar<0x00E1>n aqu<0x00ED>. La l<0x00ED>nea 216 a Union City BART tiene parada aqu<0x00ED>. Suba a la l<0x00ED>nea 99 en el carril adyacente m<0x00E1>s lejano a la estaci<0x00F3>n. Suba a la l<0x00ED>nea 801 en el carril adyacente m<0x00E1>s cercano a la estaci<0x00F3>n.,su16_54,99<0x8DEF><0x548C>801<0x8DEF><0x5C06><0x4E0D><0x4F1A><0x5728><0x6B64><0x505C><0x7559><0x3002><0x53BB><0x5F80> Union City BART <0x7AD9><0x7684>216<0x8DEF><0x5728><0x6B64><0x7AD9><0x505C><0x7559><0x3002><0x4ECE><0x79BB><0x8F66><0x7AD9><0x6700><0x8FDC><0x7684><0x516C><0x4EA4><0x8F66><0x9053><0x642D><0x4E58>99<0x8DEF><0x3002><0x4ECE><0x79BB><0x8F66><0x7AD9><0x6700><0x8FD1><0x7684><0x516C><0x4EA4><0x8F66><0x9053><0x642D><0x4E58>801<0x8DEF><0x3002>
Stop ID,Identificaci<0x00F3>n de la parada,stop_id,<CharStyle:Chinese><0x8F66><0x7AD9><CharStyle:>ID
"Lines 600<0x2013>699 operate school days only, at times that may vary from day to day. This service is available to everyone at regular fares.","Las l<0x00ED>neas 600<0x2013>699 s<0x00F3>lo funcionan en d<0x00ED>as escolares, en horarios que pueden variar d<0x00ED>a a d<0x00ED>a. Este servicio est<0x00E1> disponible con tarifa regular para todo el mundo.",note_600,600-699<CharStyle:Chinese><0x8DEF><0x53EA><0x5728><0x4E0A><0x5B66><0x65E5><0x8FD0><0x884C><0xFF0C><0x6BCF><0x5929><0x65F6><0x95F4><0x4E0D><0x5B9A><0x3002><0x6B64><0x670D><0x52A1><0x5411><0x6240><0x6709><0x4E58><0x5BA2><0x5F00><0x653E><0xFF0C><0x5E38><0x89C4><0x7968><0x4EF7><0x3002><CharStyle:>
Drop off only,Solo para bajada de pasajeros,drop_off_only,"<0x4EC5><0x9650><0x843D><0x5BA2>"
Effective:,Efectivo:,effective_colon,<CharStyle:Chinese><0x4E8E><CharStyle:>%s<CharStyle:Chinese><0x751F><0x6548><CharStyle:>
"When you return to this stop from San Francisco, you must tell the bus driver that you need this stop when first boarding the bus.Line NX4 buses going to Castro Valley do not pick up passengers here.","Cuando usted vuelva a esta parada desde San Francisco, al momento de subir al autob<0x00FA>s debe decirle al conductor del autob<0x00FA>s que usted necesita esta parada. Los autobuses de la l<0x00ED>nea NX4 que van a Castro Valley no recogen pasajeros aqu<0x00ED>.",nx4_mvvillas,<CharStyle:Chinese><0x5F53><0x60A8><0x4ECE> <CharStyle:>San Francisco<CharStyle:Chinese> <0x8FD4><0x56DE><0x6B64><0x7AD9><0x65F6><0xFF0C><0x5FC5><0x987B><0x5728><0x4E0A><0x8F66><0x65F6><0x544A><0x77E5><0x53F8><0x673A><0x60A8><0x8981><0x5728><0x6B64><0x7AD9><0x4E0B><0x8F66><0x3002><0x5F00><0x5F80> <CharStyle:>Castro Valley<CharStyle:Chinese> <0x7684><CharStyle:>NX4<CharStyle:Chinese><0x7EBF><0x8DEF><0x4E0D><0x5728><0x6B64><0x7AD9><0x63A5><0x5BA2><CharStyle:>
Looking for line 800? Board line 800 at the corner of Ashby Ave.,<0x00BF>Est<0x00E1> buscando la l<0x00ED>nea 800? Suba a la l<0x00ED>nea 800 en la esquina de Ashby Avenue.,looking_800,<CharStyle:Chinese><0x5728><0x627E><CharStyle:>800<CharStyle:Chinese><0x8DEF><0xFF1F><0x8BF7><0x5728><CharStyle:>Ashby Ave<CharStyle:Chinese><0x62D0><0x89D2><0x5904><0x5019><0x8F66><0x3002><CharStyle:>
"For service Mon<0x2013>Thu 7pm<0x2013>10pm, Fri 7pm<0x2013>1am and Sat 6pm<0x2013>1am, board on Broadway.","Para el servicio de lunes a jueves, 7pm<0x2013>10pm, los viernes, 7pm<0x2013>1am, y los s<0x00E1>bados, 6pm<0x2013>1am, suba al autob<0x00FA>s en Broadway.",bsn_on_broadway,<CharStyle:Chinese><0x82E5><0x60F3><0x4E58><0x5750><0x4EE5><0x4E0B><0x65F6><0x6BB5><0x7684><0x516C><0x8F66><0xFF0C><0x5468><0x4E00><0x81F3><0x5468><0x56DB><0x4E0B><0x5348><CharStyle:>7<CharStyle:Chinese><0x70B9><CharStyle:>-10<CharStyle:Chinese><0x70B9><0xFF0C><0x5468><0x4E94><0x4E0B><0x5348><CharStyle:>7<CharStyle:Chinese><0x70B9><0x81F3><0x51CC><0x6668><CharStyle:>1<CharStyle:Chinese><0x70B9><0xFF0C><0x4EE5><0x53CA><0x5468><0x516D><0x4E0B><0x5348><CharStyle:>6<CharStyle:Chinese><0x70B9><0x81F3><0x51CC><0x6668><CharStyle:>1<CharStyle:Chinese><0x70B9><0xFF0C><0x8BF7><0x5728> <CharStyle:>Broadway<CharStyle:Chinese> <0x4E58><0x8F66><0x3002><CharStyle:>
"For service to downtown and Jack London Square Mon<0x2013>Fri 7am<0x2013>7pm, board on Grand Ave. at Webster St.","Para el servicio hacia downtown Oakland y Jack London Square de lunes a viernes, 7am<0x2013>7pm, suba al autob<0x00FA>s en Grand Ave. con Webster St.",bsd_on_grand_webster,<CharStyle:Chinese><0x5468><0x4E00><0x81F3><0x5468><0x4E94><0x65E9><CharStyle:>7<CharStyle:Chinese><0x70B9><0x81F3><0x665A><CharStyle:>7<CharStyle:Chinese><0x70B9><0xFF0C><0x82E5><0x60F3><0x4E58><0x8F66><0x53BB><0x5E02><0x4E2D><0x5FC3><0x548C> <CharStyle:>Jack London Square<CharStyle:Chinese> <0xFF0C><0x8BF7><0x5728> <CharStyle:>Grand Ave.<CharStyle:Chinese> <0x4E0A><0x7684> <CharStyle:>Webster St.<CharStyle:Chinese> <0x7AD9><0x4E58><0x8F66><CharStyle:>
"The next stop is the bus operator<0x2019>s 10-minute break stop. For faster service toward downtown, board on Broadway at 3rd St.","La siguiente parada es la parada de descanso de 10 minutos del conductor del autob<0x00FA>s. Para un servicio m<0x00E1>s r<0x00E1>pido hacia downtown Oakland, suba al autob<0x00FA>s en Broadway con 3rd St.",bsh_break_stop,<CharStyle:Chinese><0x4E0B><0x4E00><0x7AD9><0x662F><0x516C><0x4EA4><0x53F8><0x673A><CharStyle:>10<CharStyle:Chinese><0x5206><0x949F><0x4F11><0x606F><0x7AD9><0x3002><0x5982><0x60F3><0x4E58><0x5750><0x5FEB><0x8F66><0x53BB><0x5E02><0x4E2D><0x5FC3><0xFF0C><0x8BF7><0x5728> <CharStyle:>Broadway<CharStyle:Chinese> <0x4E0A><0x7684> <CharStyle:>3rd St.<CharStyle:Chinese><0x7AD9><0x4E58><0x8F66><0x3002><CharStyle:>
Service changes effective:,Cambios en el servicio efectivos:,service_changes_effective_colon,<CharStyle:Chinese><0x670D><0x52A1><0x53D8><0x66F4><0x4E8E><CharStyle:>%s<CharStyle:Chinese><0x751F><0x6548><0x3002><CharStyle:>
No Local Passengers Allowed,No se permiten pasajeros locales,no_local_pax,<CharStyle:Chinese><0x672C><0x5730><0x4E58><0x5BA2><0x9664><0x5916><CharStyle:>
Local Passengers Permitted for Local Fare,Se permiten pasajeros locales a la tarifa local,local_pax_permitted,<CharStyle:Chinese><0x672C><0x5730><0x4E58><0x5BA2><0x53EF><0x4F7F><0x7528><0x672C><0x5730><0x8F66><0x7968><CharStyle:>
Every Day,Todos los d<0x00ED>as,days_1234567H,<CharStyle:Chinese><0x6BCF><0x5929><CharStyle:>
Monday through Friday (except holidays),De lunes a viernes (excepto los festivos),days_12345,<CharStyle:Chinese><0x5468><0x4E00><0x81F3><0x5468><0x4E94><0xFF08><0x8282><0x5047><0x65E5><0x9664><0x5916><0xFF09><CharStyle:>
"Saturdays, Sundays, and holidays","Los s<0x00E1>bados, domingos y festivos",days_67H,<CharStyle:Chinese><0x5468><0x516D><0xFF0C><0x5468><0x65E5><0x548C><0x8282><0x5047><0x65E5><CharStyle:>
Saturdays (except holidays),Los s<0x00E1>bados (excepto los festivos),days_6,<CharStyle:Chinese><0x5468><0x516D><0xFF08><0x8282><0x5047><0x65E5><0x9664><0x5916><0xFF09><CharStyle:>
Sundays and holidays,Los domingos y festivos,days_7H,<CharStyle:Chinese><0x5468><0x65E5><0x548C><0x8282><0x5047><0x65E5><CharStyle:>
Tuesdays and Thursdays (except holidays),Los martes y jueves (excepto los festivos),days_24,<CharStyle:Chinese><0x5468><0x4E8C><0x548C><0x5468><0x56DB><0xFF08><0x8282><0x5047><0x65E5><0x9664><0x5916><0xFF09><CharStyle:>
"Mondays, Wednesdays, and Fridays (except holidays)","Los lunes, mi<0x00E9>rcoles y viernes (excepto los festivos)",days_135,<CharStyle:Chinese><0x5468><0x4E00><0x3001><0x5468><0x4E09><0x548C><0x5468><0x4E94><0xFF08><0x8282><0x5047><0x65E5><0x9664><0x5916><0xFF09><CharStyle:>
Monday through Thursday (except holidays),De lunes a jueves (excepto los festivos),days_1234,<CharStyle:Chinese><0x5468><0x4E00><0x81F3><0x5468><0x56DB><0xFF08><0x8282><0x5047><0x65E5><0x9664><0x5916><0xFF09><CharStyle:>
Fridays (except holidays),Los viernes (excepto los festivos),days_5,<CharStyle:Chinese><0x5468><0x4E94><0xFF08><0x8282><0x5047><0x65E5><0x9664><0x5916><0xFF09><CharStyle:>
Fridays and Saturdays (except holidays),Los viernes y s<0x00E1>bados (excepto los festivos),days_56,<CharStyle:Chinese><0x5468><0x4E94><0x548C><0x5468><0x516D><0xFF08><0x8282><0x5047><0x65E5><0x9664><0x5916><0xFF09><CharStyle:>
School days only,S<0x00F3>lo en d<0x00ED>as escolares,days_sd,<CharStyle:Chinese><0x4EC5><0x4E0A><0x5B66><0x65E5><CharStyle:>
Scheduled departure times,Horarios de salida previstos,scheduled_times,<CharStyle:Chinese><0x8BA1><0x5212><0x53D1><0x8F66><0x65F6><0x95F4><CharStyle:>
Approximate departure times,Horarios de salida aproximados,approximate_times,<CharStyle:Chinese><0x9884><0x8BA1><0x53D1><0x8F66><0x65F6><0x95F4><CharStyle:>
"Line 72 will end at Jack London Square. For Oakland Amtrak, leave the bus at 3rd St. and walk or take Line 12.","La l<0x00ED>nea 72 acabar<0x00E1> en Jack London Square. Para ir al Oakland Amtrak, b<0x00E1>jese del autob<0x00FA>s en 3rd St. y camine o s<0x00FA>base a la l<0x00ED>nea 12.",su16_55,72<CharStyle:Chinese><0x8DEF><0x7684><0x7EC8><0x70B9><0x7AD9><0x4E3A> <CharStyle:>Jack London Square<CharStyle:Chinese><0x3002><0x5982><0x53BB> <CharStyle:>Oakland Amtrak<CharStyle:Chinese><0xFF0C> <0x8BF7><0x5728> <CharStyle:>3rd St.<CharStyle:Chinese> <0x4E0B><0x8F66><0x7136><0x540E><0x6B65><0x884C><0xFF0C><0x6216><0x8005><0x4E58><0x5750><CharStyle:>12<CharStyle:Chinese><0x8DEF><0x3002><CharStyle:>
"Line 72M will end at Jack London Square. For Oakland Amtrak, leave the bus at 3rd St. and walk or take Line 12.","La l<0x00ED>nea 72M acabar<0x00E1> en Jack London Square. Para el Oakland Amtrak, b<0x00E1>jese del autob<0x00FA>s en 3rd St. y camine o s<0x00FA>base a la l<0x00ED>nea 12.",su16_56,72M<CharStyle:Chinese><0x8DEF><0x7684><0x7EC8><0x70B9><0x7AD9><0x4E3A> <CharStyle:>Jack London Square<CharStyle:Chinese><0x3002><0x5982><0x53BB> <CharStyle:>Oakland Amtrak<CharStyle:Chinese><0xFF0C> <0x8BF7><0x5728> <CharStyle:>3rd St.<CharStyle:Chinese> <0x4E0B><0x8F66><0x7136><0x540E><0x6B65><0x884C><0xFF0C><0x6216><0x8005><0x4E58><0x5750><CharStyle:>12<CharStyle:Chinese><0x8DEF><0x3002><CharStyle:>
Line 99 will end at Hayward BART. Take Line 10 for Mission Blvd. and East 14th St. between Hayward BART and Bay Fair BART.,La l<0x00ED>nea 99 acabar<0x00E1> en Hayward BART. Suba a la l<0x00ED>nea 10 para ir a Mission Blvd. y East 14th St. entre Hayward BART y Bay Fair BART.,su16_57,99<CharStyle:Chinese><0x8DEF><0x7EC8><0x70B9><0x7AD9><0x4E3A> <CharStyle:>Hayward BART<CharStyle:Chinese> <0x7AD9><0x3002><0x8BF7><0x4E58><0x5750><CharStyle:>10<CharStyle:Chinese><0x8DEF><0x53BB><0x5F80> <CharStyle:>Mission Blvd.<CharStyle:Chinese> <0x548C> <CharStyle:>East 14th St.<CharStyle:Chinese><0xFF08><CharStyle:>Hayward BART<CharStyle:Chinese> <0x7AD9><0x548C> <CharStyle:>Bay Fair BART<CharStyle:Chinese> <0x7AD9><0x4E4B><0x95F4><0xFF09><0x3002><CharStyle:>
Line 99 will end at Hayward BART. Transfer there to Line 10 for Mission Blvd. and East 14th St. between Hayward BART and Bay Fair BART.,La l<0x00ED>nea 99 acabar<0x00E1> en Hayward BART. Haga el transbordo ah<0x00ED> a la l<0x00ED>nea 10 para ir a Mission Blvd. y East 14th St. entre Hayward BART y Bay Fair BART.,su16_58,99<CharStyle:Chinese><0x8DEF><0x7EC8><0x70B9><0x7AD9><0x4E3A> <CharStyle:>Hayward BART<CharStyle:Chinese> <0x7AD9><0x3002><0x8BF7><0x5728><0x90A3><0x8F6C><0x4E58><CharStyle:>10<CharStyle:Chinese><0x8DEF><0x53BB><0x5F80> <CharStyle:>Mission Blvd.<CharStyle:Chinese> <0x548C> <CharStyle:>East 14th St.<CharStyle:Chinese><0xFF08><CharStyle:>Hayward BART<CharStyle:Chinese> <0x548C> <CharStyle:>Bay Fair BART<CharStyle:Chinese><0x7AD9><0x4E4B><0x95F4><0xFF09><0x3002><CharStyle:>
"Lines 72 and 72M will end at Jack London Square. For Oakland Amtrak, leave the bus at 3rd St. and walk or take Line 12.","Las l<0x00ED>neas 72 y 72M acabar<0x00E1>n en Jack London Square. Para el Oakland Amtrak, b<0x00E1>jese del autob<0x00FA>s en 3rd St. y camine o s<0x00FA>base a la l<0x00ED>nea 12.",su16_59,72M<CharStyle:Chinese><0x548C><CharStyle:>72<CharStyle:Chinese><0x8DEF><0x7684><0x7EC8><0x70B9><0x7AD9><0x4E3A> <CharStyle:>Jack London Square<CharStyle:Chinese><0x3002><0x5982><0x53BB> <CharStyle:>Oakland Amtrak<CharStyle:Chinese><0xFF0C> <0x8BF7><0x5728> <CharStyle:>3rd St.<CharStyle:Chinese> <0x4E0B><0x8F66><0x7136><0x540E><0x6B65><0x884C><0xFF0C><0x6216><0x8005><0x4E58><0x5750><CharStyle:>12<CharStyle:Chinese><0x8DEF><0x3002><CharStyle:>
"Take Line 98 here for 98th Ave. For 85th Ave. and 90th Ave., cross the street, board Line 98 to Coliseum BART, and transfer there to Line 90.","Suba a l<0x00ED>nea 98 aqu<0x00ED> para ir a 98th Ave. Para ir a 85th Ave. y 90th Ave., cruce la calle, suba a la l<0x00ED>nea 98 hacia Coliseum BART, y haga el transbordo ah<0x00ED> a la l<0x00ED>nea 90.",su16_60,<CharStyle:Chinese><0x8BF7><0x5728><0x6B64><0x5904><0x4E58><0x5750><CharStyle:>98<CharStyle:Chinese><0x8DEF><0x53BB> <CharStyle:>98th Ave.<CharStyle:Chinese><0x3002><0x5982><0x53BB> <CharStyle:>85th Ave.<CharStyle:Chinese> <0x548C> <CharStyle:>90th Ave.<CharStyle:Chinese><0xFF0C><0x8BF7><0x7A7F><0x8FC7><0x9A6C><0x8DEF><0xFF0C><0x642D><0x4E58><CharStyle:>98<CharStyle:Chinese><0x8DEF><0x53BB> <CharStyle:>Coliseum BART<CharStyle:Chinese><0xFF0C><0x7136><0x540E><0x5728><0x90A3><0x8F6C><0x4E58><CharStyle:>90<CharStyle:Chinese><0x8DEF><0x3002><CharStyle:>
Take Line 98 here for 98th Ave. to MacArthur Blvd. Transfer at MacArthur Blvd. to Line 90 for 90th Ave. or 85th Ave.,Suba a l<0x00ED>nea 98 aqu<0x00ED> para ir a 98th Ave y MacArthur Blvd. Haga el transbordo en MacArthur Blvd. a la l<0x00ED>nea 90 para ir a 90th Ave. o 85th Ave.,su16_61,<CharStyle:Chinese><0x4ECE><0x6B64><0x5904><0x642D><0x4E58><0x53BB><0x5F80> <CharStyle:>98th Ave.<CharStyle:Chinese><0x7684><CharStyle:>98<CharStyle:Chinese><0x8DEF><0x5230> <CharStyle:>MacArthur Blvd.<CharStyle:Chinese><0xFF0C><0x5728> <CharStyle:>MacArthur Blvd.<CharStyle:Chinese> <0x8F6C><0x4E58><CharStyle:>90<CharStyle:Chinese><0x8DEF><0x53BB><0x5F80> <CharStyle:>90th Ave.<CharStyle:Chinese> <0x6216><0x8005> <CharStyle:>85th Ave.<CharStyle:Chinese><0x3002><CharStyle:>
Take Line 98 here for MacArthur Blvd. Transfer there to Line 90 for 90th Ave. or 85th Ave.,Suba a l<0x00ED>nea 98 aqu<0x00ED> para ir a MacArthur Blvd. Haga el transbordo ah<0x00ED> a la l<0x00ED>nea 90 para ir a 90th Ave. o 85th Ave.,su16_62,<CharStyle:Chinese><0x4ECE><0x672C><0x7AD9><0x642D><0x4E58><CharStyle:>98<CharStyle:Chinese><0x8DEF><0x53BB><0x5F80> <CharStyle:>MacArthur Blvd.<CharStyle:Chinese><0xFF0C><0x7136><0x540E><0x5728><0x90A3><0x8F6C><0x4E58><CharStyle:>90<CharStyle:Chinese><0x8DEF><0x53BB> <CharStyle:>90th Ave.<CharStyle:Chinese> <0x6216><0x8005> <CharStyle:>85th Ave.<CharStyle:Chinese><0x3002><CharStyle:>
"Take Line 98 here for Oakport St., Edgwater Dr., and 98th Ave. For 85th Ave. and 90th Ave., cross the street, board Line 98 to Coliseum BART, and transfer there to Line 90.","Suba a l<0x00ED>nea 98 aqu<0x00ED> para ir a Oakport St., Edgwater Dr., y 98th Ave. Para ir a 85th Ave. y 90th Ave., cruce la calle, suba a la l<0x00ED>nea 98 hacia Coliseum BART, y haga el transbordo ah<0x00ED> a la l<0x00ED>nea 90.",su16_63,<CharStyle:Chinese><0x8BF7><0x5728><0x6B64><0x5904><0x4E58><0x5750><CharStyle:>98<CharStyle:Chinese><0x8DEF><0x53BB> <CharStyle:>Oakport St.<CharStyle:Chinese><0xFF0C><CharStyle:>Edgwater Dr.<CharStyle:Chinese><0xFF0C><0x548C> <CharStyle:>98th Ave.<CharStyle:Chinese><0x3002> <0x5982><0x53BB> <CharStyle:>85th Ave.<CharStyle:Chinese> <0x548C> <CharStyle:>90th Ave.<CharStyle:Chinese><0xFF0C><0x8BF7><0x7A7F><0x8FC7><0x9A6C><0x8DEF><0xFF0C><0x642D><0x4E58><CharStyle:>98<CharStyle:Chinese><0x8DEF><0x53BB> <CharStyle:>Coliseum BART<CharStyle:Chinese><0xFF0C><0x7136><0x540E><0x5728><0x90A3><0x8F6C><0x4E58><CharStyle:>90<CharStyle:Chinese><0x8DEF><0x3002><CharStyle:> 
Board Line 14 on 14th St.,Suba a la l<0x00ED>nea 14 en 14th St.,w16_1,<0x8BF7><0x5728> 14th St. <0x4E0A><0x642D><0x4E58>14<0x8DEF><0x3002>
Board Line 48 at the stop ahead of this one. Line 801 to Oakland will stop here; board Line 801 to Fremont at the stop ahead of this one.,Suba a la l<0x00ED>nea 48 en la parada que se encuentra delante de <0x00E9>sta. La l<0x00ED>nea 801 hacia Oakland se parar<0x00E1> aqu<0x00ED>; suba a la l<0x00ED>nea 801 hacia Fremont en la parada que se encuentra delante de <0x00E9>sta.,w16_2,<0x8BF7><0x4ECE><0x672C><0x7AD9><0x7684><0x524D><0x4E00><0x7AD9><0x642D><0x4E58>48<0x8DEF><0x3002><0x5F00><0x5F80> Oakland <0x7684>801<0x8DEF><0x4F1A><0x5728><0x672C><0x7AD9><0x505C><0x9760><0x3002> <0x8BF7><0x4ECE><0x524D><0x4E00><0x7AD9><0x642D><0x4E58><0x5F00><0x5F80> Fremont <0x7684>801<0x8DEF><0x3002>
"Board Line 62 on the south side of the BART station, or at Union St.","Suba a la l<0x00ED>nea 62 en el lado sur de la estaci<0x00F3>n de BART, o en Union St.",w16_3,<0x8BF7><0x5728> BART <0x7AD9><0x7684><0x5357><0x8FB9><0xFF0C><0x6216><0x5728> Union St. <0x4E0A><0x642D><0x4E58>62<0x8DEF><0x3002>
"Board Line 85 behind this stop, before the crosswalk.","Suba a la l<0x00ED>nea 85 detr<0x00E1>s de esta parada, antes del cruce peatonal.",w16_4,<0x8BF7><0x4ECE><0x672C><0x7AD9><0x7684><0x540E><0x9762><0xFF0C><0x4EBA><0x884C><0x9053><0x4E4B><0x524D><0x7684><0x8F66><0x7AD9><0x642D><0x4E58>85<0x8DEF><0x3002>
Board Line 93 two stops ahead of this one.,Suba a la l<0x00ED>nea 93 en las dos paradas m<0x00E1>s delante de <0x00E9>sta.,w16_5,<0x8BF7><0x4ECE><0x672C><0x7AD9><0x518D><0x5F80><0x524D><0x8D70><0x4E24><0x7AD9><0xFF0C><0x642D><0x4E58>93<0x8DEF><0x3002>
